date,match_id,side,id,url,price,rating,year,title,subtitle,club,country,image_name,image_url,rating_source,image_position,elo
2026-02-21,0,left,1527937285349679104,https://x.com/FootyScran/status/1527937285349679104,9.5,81.14,2022,Chicken burger,With waffle fries,Melbourne Victory,ENG,0_left.webp,https://scrandle.com/media/o/FTRS3GDXoAAHUIp.webp,scrandle,center,578.043884574008
2026-02-21,0,right,1669754291215642639,https://x.com/FootyScran/status/1669754291215642639,17.0,29.02,2023,Fish and chips,With mushy peas and curry sauce,Arsenal,ENG,0_right.webp,https://scrandle.com/media/o/FyworYMXsBY7Mh8.webp,scrandle,center,286.7339265710391
2026-02-21,1,left,1517430658431389697,https://x.com/FootyScran/status/1517430658431389697,3.0,79.97,2022,Spicy glazed fried chicken,,Chungnam Asan FC,KOR,1_left.webp,https://scrandle.com/media/o/FQ7_I-WWQAA4CFJ.webp,scrandle,center,613.7710926105459
2026-02-21,1,right,1916480479127089167,https://x.com/FootyScran/status/1916480479127089167,7.35,61.3,2025,Currywurst,With fries,Fritz-Walter-Stadion,GER,1_right.webp,https://scrandle.com/media/o/Gpi0cYKWUAANsVN.webp,scrandle,center,516.6154494099334
2026-02-21,2,left,1511423536602169345,https://twitter.com/FootyScran/status/1511423536602169345,5.0,82.3,2022,Polish sausage and chips,,AFC Wimbledon,ENG,2_left.webp,https://scrandle.com/media/o/FPmnsc1WQA4Prrw.webp,scrandle,center,378.55910030474473
2026-02-21,2,right,1613583307782131712,https://twitter.com/FootyScran/status/1613583307782131712,5.0,89.8,2023,Double cheese and chilli chips,,Beverley Town,ENG,2_right.webp,https://scrandle.com/media/o/FmSZdS0XkBUPV-3.webp,scrandle,center,548.0285065501212
2026-02-21,3,left,1495708153262006275,https://twitter.com/FootyScran/status/1495708153262006275,6.0,78.3,2022,Stadionplatte,,FC Midtjylland,DEN,3_left.webp,https://scrandle.com/media/o/FMHSoryWYAE9QDS.webp,scrandle,center,369.1344160505441
2026-02-21,3,right,1570027664928374784,https://twitter.com/FootyScran/status/1570027664928374784,4.7,8.6,2022,Cheesy nachos,,Blackburn Rovers,ENG,3_right.webp,https://scrandle.com/media/o/Fcnb0c5WIAEbJSW.webp,scrandle,center,196.39313578137137
2026-02-21,4,left,1465053657079103498,https://x.com/FootyScran/status/1465053657079103498,5.5,86.23,2021,Double cheeseburger,,Hartley Wintney FC,ENG,4_left.webp,https://scrandle.com/media/o/FFTqhc8X0AYat51.webp,scrandle,center,626.8158698700419
2026-02-21,4,right,1489273270763499524,https://x.com/FootyScran/status/1489273270763499524,0.9,50.72,2022,Slice of dominos pizza,,Antigua GFC,GUA,4_right.webp,https://scrandle.com/media/o/FKr2I-7X0Ak29UI.webp,scrandle,center,359.60880669055905
2026-02-21,5,left,1945888065110585423,https://x.com/FootyScran/status/1945888065110585423,5.5,47.51,2025,Roast potatoes,Topped with black pudding and peppercorn sauce,Bury FC,ENG,5_left.webp,https://scrandle.com/media/o/GwEu4S-WcAA-Ros.webp,scrandle,center,360.2608665895797
2026-02-21,5,right,1903895920250658907,https://x.com/SportScran/status/1903895920250658907,3.85,58.74,2025,“Toffee” doughnut,,Everton FC,ENG,5_right.webp,https://scrandle.com/media/o/Gmv_P1FaEAAh_0f.webp,scrandle,center,389.63105997121323
2026-02-21,6,left,1513219986449334279,https://x.com/FootyScran/status/1513219986449334279,3.5,26.63,2022,Curry sauce n chips,,Shrewsbury Town,ENG,6_left.webp,https://scrandle.com/media/o/FQAJhWRXMAY04jL.webp,scrandle,center,377.862988992454
2026-02-21,6,right,1483160284793610244,https://x.com/FootyScran/status/1483160284793610244,1.5,37.11,2022,"Pie, peas and gravy",,Minton FC,ENG,6_right.webp,https://scrandle.com/media/o/FJU-X1HWQAEEyQb.webp,scrandle,center,282.9429162517381
2026-02-21,7,left,1538217790196391936,https://twitter.com/FootyScran/status/1538217790196391936,2.5,72.6,2022,Cheesy chips,,Boldmere St Michaels,ENG,7_left.webp,https://scrandle.com/media/o/FVjY7SaWYAE7F9l.webp,scrandle,center,295.6890187627139
2026-02-21,7,right,1691534056754663424,https://twitter.com/FootyScran/status/1691534056754663424,3.5,47.9,2023,Chicken balti pie in a roll,,Workington AFC,ENG,7_right.webp,https://scrandle.com/media/o/F3mJQfKWIAIdee3.webp,scrandle,center,155.56341856489013
2026-02-21,8,left,1899252499627798638,https://x.com/FootyScran/status/1899252499627798638,14.0,48.1,2025,Meatzza Pizza Fries,"Pepperoni, italian sausage, mozzarella, pizza sauce and nacho cheese sauce",FC Dallas,USA,8_left.webp,https://scrandle.com/media/o/GluAFAUXEAAA1ZJ.webp,scrandle,center,447.61882267048645
2026-02-21,8,right,1647563913595166720,https://twitter.com/FootyScran/status/1647563913595166720,6.75,82.0,2023,Topped Nachos,,Queens Park Rangers,ENG,8_right.webp,https://scrandle.com/media/o/Ft1SpXvWcAMBcB4.webp,scrandle,center,484.66060912266795
2026-02-21,9,left,1606014540939829248,https://x.com/FootyScran/status/1606014540939829248,8.95,66.42,2022,Fried chicken burger,,Chelsea,ENG,9_left.webp,https://scrandle.com/media/o/Fkm1theXECc6tYr.webp,scrandle,center,374.41972997071093
2026-02-21,9,right,1731023523198407066,https://x.com/FootyScran/status/1731023523198407066,3.0,88.34,2023,Tropeiro,"Beans, rice, fried egg, crackling, pork steak, tomato sauce, and cabbage",Mineirão,BRA,9_right.webp,https://scrandle.com/media/o/GAXUt5gXoAEDKA0.webp,scrandle,center,474.997830649479
